SamAccountName,Password,Path,Department,UserPrincipalName,GivenName,initials,Surname,Name,Displayname,Office,OfficePhone,Email,StreetAddress,City,State,PostalCode,Country,Title,Company
Amie.Underwood,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Amie.Underwood@PGIT.com,Amie,C,Underwood,Amie Underwood,Amie Underwood,HR Office,229-566-9758,Amie.Underwood@PGIT.com,3231 Junkins Avenue,Ashburn,GA,31714,US,HR Specialist,Active Directory Pro
Shawn.Ray,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Shawn.Ray@PGIT.com,Shawn,S,Ray,Shawn Ray,Shawn Ray,HR Office,913-251-6308,Shawn.Ray@PGIT.com,480 Better Street,Fort Worth,KS,76102,US,HR Specialist,Active Directory Pro
Matthew.Chapman,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Matthew.Chapman@PGIT.com,Matthew,M,Chapman,Matthew Chapman,Matthew Chapman,HR Office,603-947-3365,Matthew.Chapman@PGIT.com,1683 Peck Street,Portsmouth,NH,3801,US,HR Specialist,Active Directory Pro
Barbara.McGregor,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Barbara.McGregor@PGIT.com,Barbara,C,McGregor,Barbara McGregor,Barbara McGregor,HR Office,559-829-1402,Barbara.McGregor@PGIT.com,3641 Half and Half Drive,Cantua Creek,CA,93608,US,HR Specialist,Active Directory Pro
John.Sikora,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,John.Sikora@PGIT.com,John,M,Sikora,John Sikora,John Sikora,HR Office,240-450-1377,John.Sikora@PGIT.com,3803 Pine Tree Lane,Herndon,MD,22070,US,HR Specialist,Active Directory Pro
James.Farmer,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,James.Farmer@PGIT.com,James,V,Farmer,James Farmer,James Farmer,HR Office,937-685-5658,James.Farmer@PGIT.com,3835 Harter Street,Martinsville,OH,45146,US,HR Specialist,Active Directory Pro
Fern.Clark,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Fern.Clark@PGIT.com,Fern,G,Clark,Fern Clark,Fern Clark,HR Office,626-355-0458,Fern.Clark@PGIT.com,1367 Middleville Road,Sierra Madre,CA,91024,US,HR Specialist,Active Directory Pro
Robert.Wise,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Robert.Wise@PGIT.com,Robert,J,Wise,Robert Wise,Robert Wise,HR Office,240-823-6080,Robert.Wise@PGIT.com,4122 Bobcat Drive,Washington,MD,20008,US,HR Specialist,Active Directory Pro
James.Ceja,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,James.Ceja@PGIT.com,James,B,Ceja,James Ceja,James Ceja,HR Office,212-342-9958,James.Ceja@PGIT.com,4966 Farnum Road,New York,NY,10033,US,HR Specialist,Active Directory Pro
Edgar.Ledbetter,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Edgar.Ledbetter@PGIT.com,Edgar,C,Ledbetter,Edgar Ledbetter,Edgar Ledbetter,HR Office,404-443-9318,Edgar.Ledbetter@PGIT.com,3251 Clement Street,Norcross,GA,30071,US,HR Specialist,Active Directory Pro
Alton.Radford,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Alton.Radford@PGIT.com,Alton,D,Radford,Alton Radford,Alton Radford,HR Office,402-714-5106,Alton.Radford@PGIT.com,2279 Snowbird Lane,Omaha,NE,68134,US,HR Specialist,Active Directory Pro
Heidi.Goodin,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Heidi.Goodin@PGIT.com,Heidi,C,Goodin,Heidi Goodin,Heidi Goodin,HR Office,602-324-4001,Heidi.Goodin@PGIT.com,1793 Griffin Street,Phoenix,AZ,85034,US,HR Specialist,Active Directory Pro
Anita.Sinclair,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Anita.Sinclair@PGIT.com,Anita,J,Sinclair,Anita Sinclair,Anita Sinclair,HR Office,361-203-9118,Anita.Sinclair@PGIT.com,2434 Boone Street,Corpus Christi,TX,78476,US,HR Specialist,Active Directory Pro
Caroline.Pardue,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Caroline.Pardue@PGIT.com,Caroline,C,Pardue,Caroline Pardue,Caroline Pardue,HR Office,262-821-8072,Caroline.Pardue@PGIT.com,1100 Joseph Street,Brookfield,WI,53005,US,HR Specialist,Active Directory Pro
Helen.Campbell,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Helen.Campbell@PGIT.com,Helen,D,Campbell,Helen Campbell,Helen Campbell,HR Office,520-529-6651,Helen.Campbell@PGIT.com,379 Parkway Drive,Tucson,AZ,85718,US,HR Specialist,Active Directory Pro
William.Lopez,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,William.Lopez@PGIT.com,William,C,Lopez,William Lopez,William Lopez,HR Office,817-468-6072,William.Lopez@PGIT.com,3264 Waldeck Street,Arlington,TX,75760,US,HR Specialist,Active Directory Pro
Maria.Horner,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Maria.Horner@PGIT.com,Maria,C,Horner,Maria Horner,Maria Horner,HR Office,540-831-7364,Maria.Horner@PGIT.com,168 Meadowview Drive,Radford,VA,24141,US,HR Specialist,Active Directory Pro
Constance.Cooper,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Constance.Cooper@PGIT.com,Constance,D,Cooper,Constance Cooper,Constance Cooper,HR Office,973-505-6261,Constance.Cooper@PGIT.com,1617 Granville Lane,West Orange,NJ,7052,US,HR Specialist,Active Directory Pro
Ana.Luz,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Ana.Luz@PGIT.com,Ana,D,Luz,Ana Luz,Ana Luz,HR Office,662-507-0404,Ana.Luz@PGIT.com,2011 Mcwhorter Road,Jackson,MS,39211,US,HR Specialist,Active Directory Pro
Margaret.Bender,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Margaret.Bender@PGIT.com,Margaret,J,Bender,Margaret Bender,Margaret Bender,HR Office,860-962-4327,Margaret.Bender@PGIT.com,3214 Red Bud Lane,Cheshire,CT,6410,US,HR Specialist,Active Directory Pro
Dave.Drummond,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Dave.Drummond@PGIT.com,Dave,P,Drummond,Dave Drummond,Dave Drummond,HR Office,845-234-7187,Dave.Drummond@PGIT.com,3390 Camden Place,Poughkeepsie,NY,12601,US,HR Specialist,Active Directory Pro
Clifton.Baird,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Clifton.Baird@PGIT.com,Clifton,N,Baird,Clifton Baird,Clifton Baird,HR Office,802-451-9340,Clifton.Baird@PGIT.com,2365 Duff Avenue,South Burlington,VT,5403,US,HR Specialist,Active Directory Pro
Frieda.Beauchamp,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Frieda.Beauchamp@PGIT.com,Frieda,R,Beauchamp,Frieda Beauchamp,Frieda Beauchamp,HR Office,817-573-8273,Frieda.Beauchamp@PGIT.com,4029 Jones Street,Granbury,TX,76048,US,HR Specialist,Active Directory Pro
Richard.Medley,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Richard.Medley@PGIT.com,Richard,K,Medley,Richard Medley,Richard Medley,HR Office,916-459-9085,Richard.Medley@PGIT.com,3806 Park Avenue,West Sacramento,CA,95605,US,HR Specialist,Active Directory Pro
Denise.Beard,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Denise.Beard@PGIT.com,Denise,M,Beard,Denise Beard,Denise Beard,HR Office,415-768-2496,Denise.Beard@PGIT.com,3650 Jim Rosa Lane,San Francisco,CA,94143,US,HR Specialist,Active Directory Pro
Denver.Abel,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Denver.Abel@PGIT.com,Denver,M,Abel,Denver Abel,Denver Abel,HR Office,907-921-8129,Denver.Abel@PGIT.com,3161 Kidd Avenue,Pump Station Six,AK,99701,US,HR Specialist,Active Directory Pro
Samuel.Obrien,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Samuel.Obrien@PGIT.com,Samuel,I,Obrien,Samuel Obrien,Samuel Obrien,HR Office,925-640-4496,Samuel.Obrien@PGIT.com,109 Alexander Avenue,San Francisco,CA,94108,US,HR Specialist,Active Directory Pro
Charlie.Pritchard,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Charlie.Pritchard@PGIT.com,Charlie,M,Pritchard,Charlie Pritchard,Charlie Pritchard,HR Office,612-976-8190,Charlie.Pritchard@PGIT.com,2927 Rocket Drive,Minneapolis,MN,55402,US,HR Specialist,Active Directory Pro
Jayne.Stephen,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Jayne.Stephen@PGIT.com,Jayne,H,Stephen,Jayne Stephen,Jayne Stephen,HR Office,212-587-6874,Jayne.Stephen@PGIT.com,3459 Godfrey Road,New York,NY,10007,US,HR Specialist,Active Directory Pro
Brenda.Dulaney,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Brenda.Dulaney@PGIT.com,Brenda,L,Dulaney,Brenda Dulaney,Brenda Dulaney,HR Office,617-225-3068,Brenda.Dulaney@PGIT.com,3215 Lynn Street,Cambridge,MA,2141,US,HR Specialist,Active Directory Pro
Michael.Ford,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Michael.Ford@PGIT.com,Michael,D,Ford,Michael Ford,Michael Ford,HR Office,406-546-0683,Michael.Ford@PGIT.com,3273 Masonic Drive,Helena,MT,59601,US,HR Specialist,Active Directory Pro
Carolyn.Stoner,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Carolyn.Stoner@PGIT.com,Carolyn,E,Stoner,Carolyn Stoner,Carolyn Stoner,HR Office,815-753-5707,Carolyn.Stoner@PGIT.com,2826 Spinnaker Lane,Dekalb,IL,60115,US,HR Specialist,Active Directory Pro
Colleen.Johnson,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Colleen.Johnson@PGIT.com,Colleen,J,Johnson,Colleen Johnson,Colleen Johnson,HR Office,269-343-6505,Colleen.Johnson@PGIT.com,2982 Shingleton Road,Kalamazoo,MI,49007,US,HR Specialist,Active Directory Pro
Albert.Dull,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Albert.Dull@PGIT.com,Albert,T,Dull,Albert Dull,Albert Dull,HR Office,251-581-7564,Albert.Dull@PGIT.com,1087 Lonely Oak Drive,Mobile,AL,36602,US,HR Specialist,Active Directory Pro
Claude.Tom,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Claude.Tom@PGIT.com,Claude,C,Tom,Claude Tom,Claude Tom,HR Office,208-924-4129,Claude.Tom@PGIT.com,173 Maple Avenue,Craigmont,ID,83523,US,HR Specialist,Active Directory Pro
Katrina.Peters,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Katrina.Peters@PGIT.com,Katrina,B,Peters,Katrina Peters,Katrina Peters,HR Office,603-336-8330,Katrina.Peters@PGIT.com,1841 Shearwood Forest Drive,Hinsdale,NH,3451,US,HR Specialist,Active Directory Pro
James.Harris,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,James.Harris@PGIT.com,James,A,Harris,James Harris,James Harris,HR Office,206-830-3109,James.Harris@PGIT.com,1229 Raccoon Run,Seattle,WA,98161,US,HR Specialist,Active Directory Pro
Floyd.Davis,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Floyd.Davis@PGIT.com,Floyd,G,Davis,Floyd Davis,Floyd Davis,HR Office,805-232-6602,Floyd.Davis@PGIT.com,3448 Eden Drive,Los Angeles,CA,90017,US,HR Specialist,Active Directory Pro
Brian.Stone,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Brian.Stone@PGIT.com,Brian,L,Stone,Brian Stone,Brian Stone,HR Office,908-452-9441,Brian.Stone@PGIT.com,4748 Stonepot Road,Newark,NJ,7102,US,HR Specialist,Active Directory Pro
Virginia.Lyle,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Virginia.Lyle@PGIT.com,Virginia,R,Lyle,Virginia Lyle,Virginia Lyle,HR Office,419-221-9953,Virginia.Lyle@PGIT.com,525 Davis Place,Lima,OH,45801,US,HR Specialist,Active Directory Pro
Rosa.Dixon,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Rosa.Dixon@PGIT.com,Rosa,J,Dixon,Rosa Dixon,Rosa Dixon,HR Office,781-970-4316,Rosa.Dixon@PGIT.com,4321 Hummingbird Way,Acton,MA,1720,US,HR Specialist,Active Directory Pro
Mary.Bridges,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Mary.Bridges@PGIT.com,Mary,C,Bridges,Mary Bridges,Mary Bridges,HR Office,907-869-3699,Mary.Bridges@PGIT.com,4090 Kidd Avenue,Fort Greely,AK,99733,US,HR Specialist,Active Directory Pro
Nicolasa.Montoya,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Nicolasa.Montoya@PGIT.com,Nicolasa,R,Montoya,Nicolasa Montoya,Nicolasa Montoya,HR Office,347-453-8722,Nicolasa.Montoya@PGIT.com,4605 Dancing Dove Lane,Huntington,NY,11743,US,HR Specialist,Active Directory Pro
Kelly.Dugan,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Kelly.Dugan@PGIT.com,Kelly,C,Dugan,Kelly Dugan,Kelly Dugan,HR Office,719-748-8639,Kelly.Dugan@PGIT.com,4088 Berry Street,Lake George,CO,80827,US,HR Specialist,Active Directory Pro
Cynthia.Hilton,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Cynthia.Hilton@PGIT.com,Cynthia,M,Hilton,Cynthia Hilton,Cynthia Hilton,HR Office,903-923-2306,Cynthia.Hilton@PGIT.com,4098 Grant Street,Marshall,TX,75670,US,HR Specialist,Active Directory Pro
Rosa.Alonso,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Rosa.Alonso@PGIT.com,Rosa,D,Alonso,Rosa Alonso,Rosa Alonso,HR Office,270-781-1163,Rosa.Alonso@PGIT.com,1319 Coffman Alley,Bowling Green,KY,42101,US,HR Specialist,Active Directory Pro
Diana.Gonzalez,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Diana.Gonzalez@PGIT.com,Diana,P,Gonzalez,Diana Gonzalez,Diana Gonzalez,HR Office,847-338-5016,Diana.Gonzalez@PGIT.com,1725 Dovetail Drive,Lombard,IL,60148,US,HR Specialist,Active Directory Pro
William.Prince,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,William.Prince@PGIT.com,William,A,Prince,William Prince,William Prince,HR Office,616-536-9711,William.Prince@PGIT.com,3989 Howard Street,Grand Rapids,MI,49503,US,HR Specialist,Active Directory Pro
Robert.Johnson,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Robert.Johnson@PGIT.com,Robert,A,Johnson,Robert Johnson,Robert Johnson,HR Office,925-388-3099,Robert.Johnson@PGIT.com,4857 Park Street,Oakland,CA,94612,US,HR Specialist,Active Directory Pro
Ann.Baker,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Ann.Baker@PGIT.com,Ann,R,Baker,Ann Baker,Ann Baker,HR Office,267-335-1775,Ann.Baker@PGIT.com,3586 Valley Drive,Newark,PA,19714,US,HR Specialist,Active Directory Pro
Russell.Freeman,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Russell.Freeman@PGIT.com,Russell,R,Freeman,Russell Freeman,Russell Freeman,HR Office,646-410-7577,Russell.Freeman@PGIT.com,535 Elm Drive,Garden City,NY,11530,US,HR Specialist,Active Directory Pro
Tammy.Ames,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Tammy.Ames@PGIT.com,Tammy,L,Ames,Tammy Ames,Tammy Ames,HR Office,831-642-2982,Tammy.Ames@PGIT.com,2072 Emily Renzelli Boulevard,Monterey,CA,95940,US,HR Specialist,Active Directory Pro
Heather.Deroche,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Heather.Deroche@PGIT.com,Heather,J,Deroche,Heather Deroche,Heather Deroche,HR Office,864-441-3841,Heather.Deroche@PGIT.com,3415 Deer Haven Drive,Greenville,SC,29601,US,HR Specialist,Active Directory Pro
Sandra.Schiefelbein,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Sandra.Schiefelbein@PGIT.com,Sandra,E,Schiefelbein,Sandra Schiefelbein,Sandra Schiefelbein,HR Office,605-935-0111,Sandra.Schiefelbein@PGIT.com,1571 Leroy Lane,Tripp,SD,57376,US,HR Specialist,Active Directory Pro
William.Morales,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,William.Morales@PGIT.com,William,E,Morales,William Morales,William Morales,HR Office,816-674-5958,William.Morales@PGIT.com,1369 White Oak Drive,Independence,MO,64055,US,HR Specialist,Active Directory Pro
Laurie.Hernandez,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Laurie.Hernandez@PGIT.com,Laurie,R,Hernandez,Laurie Hernandez,Laurie Hernandez,HR Office,843-451-5088,Laurie.Hernandez@PGIT.com,3198 Jerry Dove Drive,Myrtle Beach,SC,29577,US,HR Specialist,Active Directory Pro
Nilda.Moore,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Nilda.Moore@PGIT.com,Nilda,C,Moore,Nilda Moore,Nilda Moore,HR Office,336-745-2275,Nilda.Moore@PGIT.com,2626 Jones Avenue,Winston Salem,NC,27101,US,HR Specialist,Active Directory Pro
Bernard.Dreyer,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Bernard.Dreyer@PGIT.com,Bernard,J,Dreyer,Bernard Dreyer,Bernard Dreyer,HR Office,914-621-3413,Bernard.Dreyer@PGIT.com,2597 Taylor Street,Mahopac,NY,10541,US,HR Specialist,Active Directory Pro
Calvin.Huneycutt,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Calvin.Huneycutt@PGIT.com,Calvin,S,Huneycutt,Calvin Huneycutt,Calvin Huneycutt,HR Office,570-509-3277,Calvin.Huneycutt@PGIT.com,2608 High Meadow Lane,Pittston,PA,18640,US,HR Specialist,Active Directory Pro
Agnes.Haywood,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Agnes.Haywood@PGIT.com,Agnes,J,Haywood,Agnes Haywood,Agnes Haywood,HR Office,817-689-4825,Agnes.Haywood@PGIT.com,2867 Moore Avenue,Richardson,TX,75081,US,HR Specialist,Active Directory Pro
Susan.Martin,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Susan.Martin@PGIT.com,Susan,H,Martin,Susan Martin,Susan Martin,HR Office,773-484-7005,Susan.Martin@PGIT.com,4012 Cherry Camp Road,Chicago,IL,60605,US,HR Specialist,Active Directory Pro
William.Ford,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,William.Ford@PGIT.com,William,F,Ford,William Ford,William Ford,HR Office,781-360-3942,William.Ford@PGIT.com,1106 Romano Street,Franklin,MA,2038,US,HR Specialist,Active Directory Pro
Jason.Smith,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Jason.Smith@PGIT.com,Jason,P,Smith,Jason Smith,Jason Smith,HR Office,828-554-5385,Jason.Smith@PGIT.com,1165 Diamond Street,Cherokee,NC,28719,US,HR Specialist,Active Directory Pro
Benny.Seymour,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Benny.Seymour@PGIT.com,Benny,M,Seymour,Benny Seymour,Benny Seymour,HR Office,614-948-5036,Benny.Seymour@PGIT.com,3770 Andell Road,Columbus,OH,43215,US,HR Specialist,Active Directory Pro
Andrea.Findley,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Andrea.Findley@PGIT.com,Andrea,J,Findley,Andrea Findley,Andrea Findley,HR Office,410-568-9748,Andrea.Findley@PGIT.com,4190 Cambridge Place,Baltimore,MD,21201,US,HR Specialist,Active Directory Pro
Bennie.Harris,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Bennie.Harris@PGIT.com,Bennie,T,Harris,Bennie Harris,Bennie Harris,HR Office,401-226-4155,Bennie.Harris@PGIT.com,4701 Melm Street,East Providence,RI,2914,US,HR Specialist,Active Directory Pro
James.Turney,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,James.Turney@PGIT.com,James,M,Turney,James Turney,James Turney,HR Office,484-576-2433,James.Turney@PGIT.com,3023 Franklee Lane,Eagleville,PA,19403,US,HR Specialist,Active Directory Pro
Alfonso.Salazar,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Alfonso.Salazar@PGIT.com,Alfonso,M,Salazar,Alfonso Salazar,Alfonso Salazar,HR Office,386-944-1595,Alfonso.Salazar@PGIT.com,444 Melm Street,Daytona Beach,FL,32117,US,HR Specialist,Active Directory Pro
Maria.Murphy,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Maria.Murphy@PGIT.com,Maria,J,Murphy,Maria Murphy,Maria Murphy,HR Office,518-625-6097,Maria.Murphy@PGIT.com,4737 Oak Drive,Albany,NY,12210,US,HR Specialist,Active Directory Pro
Jane.Richter,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Jane.Richter@PGIT.com,Jane,Q,Richter,Jane Richter,Jane Richter,HR Office,814-474-6332,Jane.Richter@PGIT.com,3133 Stutler Lane,Fairview (Erie),PA,16415,US,HR Specialist,Active Directory Pro
Robert.Brescia,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Robert.Brescia@PGIT.com,Robert,D,Brescia,Robert Brescia,Robert Brescia,HR Office,717-903-3414,Robert.Brescia@PGIT.com,1982 Simpson Avenue,Harrisburg,PA,17111,US,HR Specialist,Active Directory Pro
Karen.Wilson,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Karen.Wilson@PGIT.com,Karen,A,Wilson,Karen Wilson,Karen Wilson,HR Office,503-690-1379,Karen.Wilson@PGIT.com,250 Illinois Avenue,Portland,OR,97229,US,HR Specialist,Active Directory Pro
Adam.Reed,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Adam.Reed@PGIT.com,Adam,S,Reed,Adam Reed,Adam Reed,HR Office,503-521-3565,Adam.Reed@PGIT.com,1475 Kincheloe Road,Tigard,OR,97223,US,HR Specialist,Active Directory Pro
Harland.Rodriguez,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Harland.Rodriguez@PGIT.com,Harland,C,Rodriguez,Harland Rodriguez,Harland Rodriguez,HR Office,314-452-6006,Harland.Rodriguez@PGIT.com,4218 Cottrill Lane,Manchester,MO,63011,US,HR Specialist,Active Directory Pro
June.Gardner,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,June.Gardner@PGIT.com,June,J,Gardner,June Gardner,June Gardner,HR Office,239-689-9223,June.Gardner@PGIT.com,1227 Wilkinson Court,Fort Myers,FL,33901,US,HR Specialist,Active Directory Pro
Phyllis.McGill,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Phyllis.McGill@PGIT.com,Phyllis,C,McGill,Phyllis McGill,Phyllis McGill,HR Office,631-633-1393,Phyllis.McGill@PGIT.com,1892 Feathers Hooves Drive,Syosset,NY,11791,US,HR Specialist,Active Directory Pro
Willie.Sinclair,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Willie.Sinclair@PGIT.com,Willie,S,Sinclair,Willie Sinclair,Willie Sinclair,HR Office,541-546-6009,Willie.Sinclair@PGIT.com,1693 Haymond Rocks Road,Culver,OR,97734,US,HR Specialist,Active Directory Pro
Richard.Wells,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Richard.Wells@PGIT.com,Richard,E,Wells,Richard Wells,Richard Wells,HR Office,760-903-8216,Richard.Wells@PGIT.com,1753 Wilson Street,Long Beach,CA,90802,US,HR Specialist,Active Directory Pro
Margaret.Fernandez,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Margaret.Fernandez@PGIT.com,Margaret,S,Fernandez,Margaret Fernandez,Margaret Fernandez,HR Office,570-237-3584,Margaret.Fernandez@PGIT.com,2073 Carriage Lane,Scranton,PA,18503,US,HR Specialist,Active Directory Pro
Francis.Sabala,Football22!,"OU=HR,OU=PGIT Users,DC=PGIT,DC=local",Human Resources,Francis.Sabala@PGIT.com,Francis,J,Sabala,Francis Sabala,Francis Sabala,HR Office,559-294-1299,Francis.Sabala@PGIT.com,1141 Edgewood Avenue,Fresno,CA,93710,US,HR Specialist,Active Directory Pro
